,Date,Contributor,Zip,Amount,Recipient,Record Type Description,Source Description
1004,3/25/2015,"Tennison, Mark",60026.0,$500.00,Greater Boston Real Estate Board PAC,Individual,3/25/15 Deposit Report
1005,3/30/2015,"Cunniff, June",2188.0,$250.00,Greater Boston Real Estate Board PAC,Individual,3/30/15 Deposit Report
1006,3/30/2015,"Curry, Brian",2129.0,$50.00,Greater Boston Real Estate Board PAC,Individual,3/30/15 Deposit Report
1007,3/30/2015,"Gallaway, Kerry ",2050.0,$100.00,Greater Boston Real Estate Board PAC,Individual,3/30/15 Deposit Report
1008,3/31/2015,"Henken, Richard",2030.0,$500.00,Greater Boston Real Estate Board PAC,Individual,3/31/15 Deposit Report
1009,3/31/2015,"Krems, Kenneth",2462.0,$100.00,Greater Boston Real Estate Board PAC,Individual,3/31/15 Deposit Report
1010,3/31/2015,"McHugh, George",2180.0,$250.00,Greater Boston Real Estate Board PAC,Individual,3/31/15 Deposit Report
1011,3/31/2015,"Smith, James",1604.0,$50.00,Greater Boston Real Estate Board PAC,Individual,3/31/15 Deposit Report
1012,4/2/2015,"Donahue, Thomas",32765.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/2/15 Deposit Report
1013,4/2/2015,"Fish- Will, Karen",2738.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/2/15 Deposit Report
1014,4/2/2015,"Gell, Jason",2118.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/2/15 Deposit Report
1015,4/2/2015,"MacDonald, Jesse",2129.0,$150.00,Greater Boston Real Estate Board PAC,Individual,4/2/15 Deposit Report
1016,4/2/2015,"Rideout, Larry",1801.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/2/15 Deposit Report
1017,4/2/2015,"Spurr, John",2066.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/2/15 Deposit Report
1018,4/7/2015,"Heffernan, Deborah",2476.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/7/15 Deposit Report
1019,4/7/2015,"McPhee, Joseph",1532.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/7/15 Deposit Report
1020,4/7/2015,"Presti, Marie",2458.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/7/15 Deposit Report
1021,4/14/2015,Aggregated Unitemized Receipts,,$100.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,4/14/15 Deposit Report
1022,4/15/2015,"Bagdasarian, Bruce ",2459.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/15/15 Deposit Report
1023,4/15/2015,"Leviness, John",3811.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/15/15 Deposit Report
1024,4/15/2015,"Lockberg, Gail",2481.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/15/15 Deposit Report
1025,4/15/2015,"O'Grady, Norman",2472.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/15/15 Deposit Report
1026,4/15/2015,"Yorkis, Paul",2053.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/15/15 Deposit Report
1027,4/16/2015,"Epker, Mark",2026.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/16/15 Deposit Report
1028,4/16/2015,"Mathewson, Sarah",2465.0,$150.00,Greater Boston Real Estate Board PAC,Individual,4/16/15 Deposit Report
1029,4/28/2015,Honan Committee,2135.0,$500.00,Greater Boston Real Estate Board PAC,Committee,4/28/15 Deposit Report
1030,4/30/2015,"Chodat, Carolyn",2053.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/30/15 Deposit Report
1031,4/30/2015,"DiMella, Michael",2116.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/30/15 Deposit Report
1032,4/30/2015,"Friedberg, David",1970.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/30/15 Deposit Report
1033,4/30/2015,"Ranco, John",2130.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/30/15 Deposit Report
1034,4/30/2015,"Sarno, Andrew",2155.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/30/15 Deposit Report
1035,4/30/2015,"Subber, Adam",1760.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/30/15 Deposit Report
1036,5/6/2015,Aggregated Unitemized Receipts,,$25.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,5/6/15 Deposit Report
1037,5/6/2015,"Gifford, Jonathan",2445.0,$150.00,Greater Boston Real Estate Board PAC,Individual,5/6/15 Deposit Report
1038,5/7/2015,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,5/7/15 Deposit Report
1039,5/7/2015,"Fitzgerald, David",1776.0,$250.00,Greater Boston Real Estate Board PAC,Individual,5/7/15 Deposit Report
1040,5/7/2015,"Martocchia, Amleto",2472.0,$500.00,Greater Boston Real Estate Board PAC,Individual,5/7/15 Deposit Report
1041,5/22/2015,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,5/22/15 Deposit Report
1042,5/29/2015,"Franco, Kathleen",2720.0,$150.00,Greater Boston Real Estate Board PAC,Individual,5/29/15 Deposit Report
1043,6/5/2015,Aggregated Unitemized Receipts,,$39.75,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,6/5/15 Deposit Report
1044,6/8/2015,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,6/8/15 Deposit Report
1045,6/10/2015,"Herald, Natalie",2139.0,$100.00,Greater Boston Real Estate Board PAC,Individual,6/10/15 Deposit Report
1046,6/12/2015,"Humphrys, Robert",2021.0,$100.00,Greater Boston Real Estate Board PAC,Individual,6/12/15 Deposit Report
1047,6/18/2015,"Comeau, Thomas",2021.0,$100.00,Greater Boston Real Estate Board PAC,Individual,6/18/15 Deposit Report
1048,7/2/2015,"Wluka, David",2067.0,$100.00,Greater Boston Real Estate Board PAC,Individual,7/2/15 Deposit Report
1049,7/9/2015,Cullinane,2124.0,$150.00,Greater Boston Real Estate Board PAC,Committee,7/9/15 Deposit Report
1050,7/17/2015,"Missaghian, Shahan",2130.0,$100.00,Greater Boston Real Estate Board PAC,Individual,7/17/15 Deposit Report
1051,8/21/2015,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,8/21/15 Deposit Report
1052,8/21/2015,"Lamacchia, Anthony",2472.0,$250.00,Greater Boston Real Estate Board PAC,Individual,8/21/15 Deposit Report
1053,8/21/2015,"Vander Stoep, Neda",2129.0,$250.00,Greater Boston Real Estate Board PAC,Individual,8/21/15 Deposit Report
1054,8/26/2015,"Wilk, Jared",2493.0,$100.00,Greater Boston Real Estate Board PAC,Individual,8/26/15 Deposit Report
1055,8/31/2015,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,8/31/15 Deposit Report
1056,9/1/2015,"Sprague, Kenneth",1876.0,$250.00,Greater Boston Real Estate Board PAC,Individual,9/1/15 Deposit Report
1057,9/14/2015,"Noyes, David",1760.0,$250.00,Greater Boston Real Estate Board PAC,Individual,9/14/15 Deposit Report
1058,9/16/2015,"Ruzzo, Robert",2176.0,$125.00,Greater Boston Real Estate Board PAC,Individual,9/16/15 Deposit Report
1059,9/21/2015,"Moses, Judith",2146.0,$500.00,Greater Boston Real Estate Board PAC,Individual,9/21/15 Deposit Report
1060,9/29/2015,"McDonough, Susan",2675.0,$250.00,Greater Boston Real Estate Board PAC,Individual,9/29/15 Deposit Report
1061,10/23/2015,Aggregated Unitemized Receipts,,$150.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,10/23/15 Deposit Report
1062,10/23/2015,"Rogers, Gary",2452.0,$100.00,Greater Boston Real Estate Board PAC,Individual,10/23/15 Deposit Report
1063,11/5/2015,"Given, Annette",2115.0,$100.00,Greater Boston Real Estate Board PAC,Individual,11/5/15 Deposit Report
1064,11/5/2015,"Koller, Suzanne",1730.0,$150.00,Greater Boston Real Estate Board PAC,Individual,11/5/15 Deposit Report
1065,11/5/2015,"Schutt, Joseph",2114.0,$250.00,Greater Boston Real Estate Board PAC,Individual,11/5/15 Deposit Report
1066,11/5/2015,"Ye, Jessica",2481.0,$150.00,Greater Boston Real Estate Board PAC,Individual,11/5/15 Deposit Report
1067,11/17/2015,"Boule, Laura",1730.0,$100.00,Greater Boston Real Estate Board PAC,Individual,11/17/15 Deposit Report
1068,11/17/2015,"Corricelli, Guy",2155.0,$250.00,Greater Boston Real Estate Board PAC,Individual,11/17/15 Deposit Report
1069,12/16/2015,"Hofstetter, Gary",2210.0,$100.00,Greater Boston Real Estate Board PAC,Individual,12/16/15 Deposit Report
1070,12/17/2015,"Canfield, James",2066.0,$100.00,Greater Boston Real Estate Board PAC,Individual,12/17/15 Deposit Report
1071,2/23/2016,"Cadigan, Laurie",2110.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2/23/16 Deposit Report
1072,2/23/2016,"Hutchinson, Mark",2176.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2/23/16 Deposit Report
1073,2/23/2016,"Kalisker, Martin",1760.0,$150.00,Greater Boston Real Estate Board PAC,Individual,2/23/16 Deposit Report
1074,2/23/2016,"Tighe, Jeanette",1887.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2/23/16 Deposit Report
1075,2/26/2016,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,2/26/16 Deposit Report
1076,2/26/2016,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,2/26/16 Deposit Report
1077,2/26/2016,"Blount, Kristin",2138.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2/26/16 Deposit Report
1078,2/26/2016,"Clarke, Erika",2052.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2/26/16 Deposit Report
1079,2/26/2016,"Heffernan, Deborah",2476.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2/26/16 Deposit Report
1080,2/26/2016,"Lally, Sandra",2053.0,$200.00,Greater Boston Real Estate Board PAC,Individual,2/26/16 Deposit Report
1081,2/26/2016,"Wessling, Stephen",2186.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2/26/16 Deposit Report
1082,2/26/2016,"Winn, Karen",2118.0,$200.00,Greater Boston Real Estate Board PAC,Individual,2/26/16 Deposit Report
1083,3/3/2016,Aggregated Unitemized Receipts,,$200.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,3/3/16 Deposit Report
1084,3/3/2016,"Gallaway, Kerry ",2050.0,$100.00,Greater Boston Real Estate Board PAC,Individual,3/3/16 Deposit Report
1085,3/4/2016,"Goodwin, Thomas",1936.0,$150.00,Greater Boston Real Estate Board PAC,Individual,3/4/16 Deposit Report
1086,3/4/2016,"Winn, Gilbert",2118.0,$200.00,Greater Boston Real Estate Board PAC,Individual,3/4/16 Deposit Report
1087,3/4/2016,"Winn, Karen",2118.0,$100.00,Greater Boston Real Estate Board PAC,Individual,3/4/16 Deposit Report
1088,3/9/2016,"McLaughlin, William",2467.0,$500.00,Greater Boston Real Estate Board PAC,Individual,3/9/16 Deposit Report
1089,3/16/2016,"Moise, Nicholas",2035.0,$100.00,Greater Boston Real Estate Board PAC,Individual,3/16/16 Deposit Report
1090,3/18/2016,"Ayoub, Paul",2186.0,$100.00,Greater Boston Real Estate Board PAC,Individual,3/18/16 Deposit Report
1091,3/18/2016,"Bauer, Paul",1730.0,$100.00,Greater Boston Real Estate Board PAC,Individual,3/18/16 Deposit Report
1092,3/18/2016,"Lamacchia, Anthony",2472.0,$250.00,Greater Boston Real Estate Board PAC,Individual,3/18/16 Deposit Report
1093,3/18/2016,"Parsekian, Robert",2493.0,$100.00,Greater Boston Real Estate Board PAC,Individual,3/18/16 Deposit Report
1094,3/18/2016,"Ranco, John",2130.0,$150.00,Greater Boston Real Estate Board PAC,Individual,3/18/16 Deposit Report
1095,3/23/2016,"Stewart, Mark",2026.0,$100.00,Greater Boston Real Estate Board PAC,Individual,3/23/16 Deposit Report
1096,3/25/2016,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,3/25/16 Deposit Report
1097,3/25/2016,"Cunniff, June",2188.0,$100.00,Greater Boston Real Estate Board PAC,Individual,3/25/16 Deposit Report
1098,3/25/2016,"Ruzzo, Robert",2176.0,$150.00,Greater Boston Real Estate Board PAC,Individual,3/25/16 Deposit Report
1099,3/31/2016,"Bailey, Daniel",2090.0,$100.00,Greater Boston Real Estate Board PAC,Individual,3/31/16 Deposit Report
1100,4/8/2016,"Herald, Natalie",2139.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/8/16 Deposit Report
1101,4/8/2016,"Warren, Dana",1983.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/8/16 Deposit Report
1102,4/12/2016,Aggregated Unitemized Receipts,,$120.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,4/12/16 Deposit Report
1103,4/12/2016,"DiMella, Michael",2116.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/12/16 Deposit Report
1104,4/12/2016,"Lagosh, Sarah",2109.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/12/16 Deposit Report
1105,4/12/2016,"Maley, Adrienne",1945.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/12/16 Deposit Report
1106,4/12/2016,"Sarno, Andrew",2155.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/12/16 Deposit Report
1107,4/12/2016,"Schneider, Neil",1748.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/12/16 Deposit Report
1108,4/12/2016,"Triglione, Jan",1867.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/12/16 Deposit Report
1109,4/12/2016,"Vander Stoep, Neda",2129.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/12/16 Deposit Report
1110,4/13/2016,"Beal, Richard",2043.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/13/16 Deposit Report
1111,4/14/2016,Aggregated Unitemized Receipts,,$100.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,4/14/16 Deposit Report
1112,4/14/2016,"Pulsifer, Gordon",2061.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/14/16 Deposit Report
1113,4/15/2016,"Boule, Laura",1730.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/15/16 Deposit Report
1114,4/15/2016,"Brackenridge, Alec",2116.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/15/16 Deposit Report
1115,4/15/2016,"Dermody, William",2494.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/15/16 Deposit Report
1116,4/15/2016,"Fish Will, Karen",2738.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/15/16 Deposit Report
1117,4/15/2016,"George, Alan",60091.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/15/16 Deposit Report
1118,4/15/2016,"Mathewson, Sarah",2465.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/15/16 Deposit Report
1119,4/15/2016,"Parrell, Mark",60305.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/15/16 Deposit Report
1120,4/15/2016,"Rosen, Andrew",1950.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/15/16 Deposit Report
1121,4/20/2016,"Harrington, Robert",1702.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/20/16 Deposit Report
1122,4/25/2016,"Galante, Mark",1705.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/25/16 Deposit Report
1123,4/25/2016,"Greenaway, Alicia",2186.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/25/16 Deposit Report
1124,4/26/2016,"Gill, David",85259.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/26/16 Deposit Report
1125,4/26/2016,"Hofstetter, Gary",2210.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/26/16 Deposit Report
1126,4/26/2016,"Martocchia, Amleto",2472.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/26/16 Deposit Report
1127,4/26/2016,"Neithercut, David",60611.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/26/16 Deposit Report
1128,4/29/2016,Aggregated Unitemized Receipts,,$25.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,4/29/16 Deposit Report
1129,4/29/2016,"Beltran, Brigette",2155.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1130,4/29/2016,"Cavanagh, Patrick",1760.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1131,4/29/2016,"Comeau, Thomas",2021.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1132,4/29/2016,"Daniels, Matthew ",1936.0,$150.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1133,4/29/2016,"Dulczewski, John",1821.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1134,4/29/2016,"Fitzgerald, David",1776.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1135,4/29/2016,"Galeota, Rebecca",2116.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1136,4/29/2016,"Gell, Jason",2210.0,$150.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1137,4/29/2016,"Henken, Richard",1776.0,$500.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1138,4/29/2016,"Hussey, Michael",2199.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1139,4/29/2016,"Jakubowski, Paul",2493.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1140,4/29/2016,"Lockberg, Gail",2181.0,$150.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1141,4/29/2016,"McClory, Taidgh",1940.0,$100.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1142,4/29/2016,"Presti, Marie",2458.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1143,4/29/2016,"Roloff, Melody",1801.0,$250.00,Greater Boston Real Estate Board PAC,Individual,4/29/16 Deposit Report
1144,5/2/2016,"Higgins, Diane",1730.0,$250.00,Greater Boston Real Estate Board PAC,Individual,5/2/16 Deposit Report
1145,5/2/2016,"McCarthy, David",2021.0,$250.00,Greater Boston Real Estate Board PAC,Individual,5/2/16 Deposit Report
1146,5/2/2016,"Movessian, Todd",2454.0,$100.00,Greater Boston Real Estate Board PAC,Individual,5/2/16 Deposit Report
1147,5/4/2016,"Gifford, Jonathan",2445.0,$150.00,Greater Boston Real Estate Board PAC,Individual,5/4/16 Deposit Report
1148,5/4/2016,"Levenson, Norman A",2215.0,$500.00,Greater Boston Real Estate Board PAC,Individual,5/4/16 Deposit Report
1149,5/4/2016,"McDonough, Susan",2675.0,$250.00,Greater Boston Real Estate Board PAC,Individual,5/4/16 Deposit Report
1150,5/16/2016,"Chodat, Carolyn",2053.0,$100.00,Greater Boston Real Estate Board PAC,Individual,5/16/16 Deposit Report
1151,5/16/2016,"DeVito, Francesco",2021.0,$100.00,Greater Boston Real Estate Board PAC,Individual,5/16/16 Deposit Report
1152,5/16/2016,"Natalizio, Paul",1730.0,$250.00,Greater Boston Real Estate Board PAC,Individual,5/16/16 Deposit Report
1153,5/17/2016,"Conley, John",1880.0,$250.00,Greater Boston Real Estate Board PAC,Individual,5/17/16 Deposit Report
1154,5/20/2016,"Epker, Mark",2026.0,$250.00,Greater Boston Real Estate Board PAC,Individual,5/20/16 Deposit Report
1155,6/9/2016,Rosenberg Committee,2137.0,$500.00,Greater Boston Real Estate Board PAC,Committee,6/9/16 Deposit Report
1156,6/9/2016,"Santini, Jacqueline",1887.0,$100.00,Greater Boston Real Estate Board PAC,Individual,6/9/16 Deposit Report
1157,6/28/2016,"Rao, Christopher",2135.0,$100.00,Greater Boston Real Estate Board PAC,Individual,6/28/16 Deposit Report
1158,6/28/2016,"Subber, Adam",1770.0,$250.00,Greater Boston Real Estate Board PAC,Individual,6/28/16 Deposit Report
1159,6/28/2016,"Urbanek, Janis",2021.0,$100.00,Greater Boston Real Estate Board PAC,Individual,6/28/16 Deposit Report
1160,7/6/2016,Madaro Committee,2110.0,$150.00,Greater Boston Real Estate Board PAC,Committee,7/6/16 Deposit Report
1161,7/12/2016,"Triglione, Mark",1876.0,$150.00,Greater Boston Real Estate Board PAC,Individual,7/12/16 Deposit Report
1162,8/16/2016,"Friedberg, David",1970.0,$250.00,Greater Boston Real Estate Board PAC,Individual,8/16/16 Deposit Report
1163,8/16/2016,"Moses, Judith",2467.0,$250.00,Greater Boston Real Estate Board PAC,Individual,8/16/16 Deposit Report
1164,8/23/2016,"Lawfer, Larry",2186.0,$100.00,Greater Boston Real Estate Board PAC,Individual,8/23/16 Deposit Report
1165,8/23/2016,"Moore, Judy ",2420.0,$250.00,Greater Boston Real Estate Board PAC,Individual,8/23/16 Deposit Report
1166,8/24/2016,"Humphrys, Robert",2021.0,$100.00,Greater Boston Real Estate Board PAC,Individual,8/24/16 Deposit Report
1167,8/31/2016,"Given, Annette",2215.0,$100.00,Greater Boston Real Estate Board PAC,Individual,8/31/16 Deposit Report
1168,8/31/2016,"O'grady, Norman",2135.0,$100.00,Greater Boston Real Estate Board PAC,Individual,8/31/16 Deposit Report
1169,9/8/2016,Aggregated Unitemized Receipts,,$25.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,9/8/16 Deposit Report
1170,9/15/2016,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,9/15/16 Deposit Report
1171,9/15/2016,"Major, James",1887.0,$100.00,Greater Boston Real Estate Board PAC,Individual,9/15/16 Deposit Report
1172,9/15/2016,"Vieira, Melvin",2121.0,$100.00,Greater Boston Real Estate Board PAC,Individual,9/15/16 Deposit Report
1173,9/15/2016,"Yorkis, Paul",2053.0,$100.00,Greater Boston Real Estate Board PAC,Individual,9/15/16 Deposit Report
1174,9/22/2016,Aggregated Unitemized Receipts,,$25.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,9/22/16 Deposit Report
1175,10/5/2016,"Bagdasarian, Bruce ",2459.0,$100.00,Greater Boston Real Estate Board PAC,Individual,10/5/16 Deposit Report
1176,10/5/2016,"Noyes, David",1760.0,$100.00,Greater Boston Real Estate Board PAC,Individual,10/5/16 Deposit Report
1177,10/11/2016,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,10/11/16 Deposit Report
1178,10/11/2016,"Hajjar, Charles",2186.0,$500.00,Greater Boston Real Estate Board PAC,Individual,10/11/16 Deposit Report
1179,10/12/2016,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,10/12/16 Deposit Report
1180,11/4/2016,"McHugh, George",2180.0,$200.00,Greater Boston Real Estate Board PAC,Individual,11/4/16 Deposit Report
1181,11/22/2016,"Wilk, Jared",2493.0,$100.00,Greater Boston Real Estate Board PAC,Individual,11/22/16 Deposit Report
1182,11/22/2016,"Wilson, Ryan",2472.0,$100.00,Greater Boston Real Estate Board PAC,Individual,11/22/16 Deposit Report
1183,11/30/2016,"Brown, Gregory",1701.0,$250.00,Greater Boston Real Estate Board PAC,Individual,11/30/16 Deposit Report
1184,12/6/2016,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,12/6/16 Deposit Report
1185,12/6/2016,"Arienti, Christopher",2038.0,$100.00,Greater Boston Real Estate Board PAC,Individual,12/6/16 Deposit Report
1186,12/6/2016,"Koller, Suzanne",1730.0,$100.00,Greater Boston Real Estate Board PAC,Individual,12/6/16 Deposit Report
1187,12/6/2016,"Schutt, Joseph",2114.0,$100.00,Greater Boston Real Estate Board PAC,Individual,12/6/16 Deposit Report
1188,12/9/2016,Aggregated Unitemized Receipts,,$50.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,12/9/16 Deposit Report
1189,12/14/2016,"Luther, Lisa",1821.0,$100.00,Greater Boston Real Estate Board PAC,Individual,12/14/16 Deposit Report
1190,12/14/2016,"Spurr, John",2066.0,$500.00,Greater Boston Real Estate Board PAC,Individual,12/14/16 Deposit Report
1191,12/16/2016,"McPhee, Joseph",1532.0,$500.00,Greater Boston Real Estate Board PAC,Individual,12/16/16 Deposit Report
1192,12/21/2016,"Missaghian, Shahan",2130.0,$100.00,Greater Boston Real Estate Board PAC,Individual,12/21/16 Deposit Report
1193,1/6/2017,"Rideout, Larry",1801.0,$250.00,Greater Boston Real Estate Board PAC,Individual,1/6/17 Deposit Report
1194,1/20/2017,Aggregated Unitemized Receipts,,$100.00,Greater Boston Real Estate Board PAC,Aggregated Unitemized Receipts,1/20/17 Deposit Report
1195,1/20/2017,"Ayoub, Paul",2186.0,$250.00,Greater Boston Real Estate Board PAC,Individual,1/20/17 Deposit Report
1196,1/20/2017,"Bauer, Paul",1730.0,$150.00,Greater Boston Real Estate Board PAC,Individual,1/20/17 Deposit Report
1197,1/20/2017,"Brockelman, Peter",1541.0,$100.00,Greater Boston Real Estate Board PAC,Individual,1/20/17 Deposit Report
1198,1/20/2017,"Conley, John",1880.0,$500.00,Greater Boston Real Estate Board PAC,Individual,1/20/17 Deposit Report
1199,1/20/2017,"Crossan, Sam",2127.0,$100.00,Greater Boston Real Estate Board PAC,Individual,1/20/17 Deposit Report
1200,1/20/2017,"D'Amato, Travis",2186.0,$100.00,Greater Boston Real Estate Board PAC,Individual,1/20/17 Deposit Report
1201,1/20/2017,"Goodwin, Thomas",1936.0,$150.00,Greater Boston Real Estate Board PAC,Individual,1/20/17 Deposit Report
1202,1/20/2017,"Jakubowski, Paul",2493.0,$100.00,Greater Boston Real Estate Board PAC,Individual,1/20/17 Deposit Report
1203,1/26/2017,"Hutchinson, Mark",2176.0,$150.00,Greater Boston Real Estate Board PAC,Individual,1/26/17 Deposit Report
1204,1/26/2017,"Kalisker, Martin",1760.0,$150.00,Greater Boston Real Estate Board PAC,Individual,1/26/17 Deposit Report
1205,1/26/2017,"Moore, Judy ",2420.0,$250.00,Greater Boston Real Estate Board PAC,Individual,1/26/17 Deposit Report
1206,1/26/2017,"Presti, Marie",2180.0,$500.00,Greater Boston Real Estate Board PAC,Individual,1/26/17 Deposit Report
1207,1/27/2017,"Rao, Christopher",2054.0,$150.00,Greater Boston Real Estate Board PAC,Individual,1/27/17 Deposit Report
1208,1/27/2017,"Triglione, Jan",1867.0,$250.00,Greater Boston Real Estate Board PAC,Individual,1/27/17 Deposit Report
1209,1/31/2017,"Chodat, Carolyn",2053.0,$150.00,Greater Boston Real Estate Board PAC,Individual,1/31/17 Deposit Report
1210,1/31/2017,"Gallaway, Kerry",2050.0,$250.00,Greater Boston Real Estate Board PAC,Individual,1/31/17 Deposit Report
1211,1/31/2017,"Wessling, Stephen",2186.0,$500.00,Greater Boston Real Estate Board PAC,Individual,1/31/17 Deposit Report
1212,2/13/2017,"Hajjar, Charles",2186.0,$500.00,Greater Boston Real Estate Board PAC,Individual,2/13/17 Deposit Report
1213,2/13/2017,"O'neill Goff, Lauren",2113.0,$250.00,Greater Boston Real Estate Board PAC,Individual,2/13/17 Deposit Report
1214,2/24/2017,"Dulczewski, John",1821.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2/24/17 Deposit Report
1215,2/28/2017,"Durnan, John",2332.0,$100.00,Greater Boston Real Estate Board PAC,Individual,2/28/17 Deposit Report
